id_qa,corpus,question_en_origin,question_pt_origin,question_en_paraphase,question_pt_paraphase,answer_en_origin,answer_pt_origin,answer_en_validate,answer_pt_validate,eid_article_scopus,text_excerpts_un_reports,question_generic,answer_in_text,answer_difficulty,question_meaningful,answer_equivalent,question_type
A690,1,"What is the capacity of production, storage and unloading of Piranema's floating vessel? ","Qual a capacidade de produção, armazenamento e descarregamento de Piranema do navio flutuante?","What would be the production, storage and unloading capacity of Piranema's floating vessel?","Qual seria a capacidade de produção, armazenamento e descarga da embarcação flutuante da Piranema?","","","","",2-s2.0-26244445255,"",true,true,3,5,2, What
A701,1,Where did the oil spill in 2000 in Guanabara Bay begin?,Onde começou o derramamento de petróleo ocorrido em 2000 na Baía de Guanabara?,Where was the oil spill in 2000 in Guanabara Bay originated?,Onde o vazamento de petróleo na Baía de Guanabara em 2000 foi originado?,"","","","",2-s2.0-33646056106,"",false,true,1,3,1, Where
A703,1,What are the results of the toxicity study of the water columns in Guanabara Bay?,Quais os resultados do estudo de toxicidade das colunas de água da Baía de Guanabara?,"Regarding the studied samples, the effects on the water columns did not present strong complications in the results.",Com relação as amostras estudadas os efeitos nas colunas de agua não apresentaram fortes complicações nos resultados. ,"","","","",2-s2.0-33646056106,"",false,true,2,5,1, What
A706,1,What is the advantage of the high modulus synthetic polyethylene mooring rope over the polyester?,Qual a vantagem da corda de atracação de polietileno sintético de alto módulo sobre o poliéster?,What is the benefit the high modulus synthetic polyethylene mooring rope over the polyester?,Qual o benefício da corda de atracação de polietileno sintético de alto módulo sobre o poliéster?,"","","","",2-s2.0-79959789184,"",false,true,3,5,1, What
A776,1,What motivated Brazil to pursue new technologies to extract oil?,O que motivou o Brasil a buscar novas tecnologias de extração de petróleo?,What are the reasons for the brazillian pursuit of new technologies to extract oil?,Quais os motivos para a busca brasileira por novas tecnologias de extração de petróleo?,"","","","",2-s2.0-85055027692,"",true,true,5,2,1, What
A744,1,What is the main oil exploration field in Brazil?,Qual é o principal campo de exploração de petróleo do Brasil?,Where is Brazil's main oil exploration field located?,Onde está localizado o principal campo de exploração de petróleo do Brasil?,"","","","",2-s2.0-24662461,"",false,true,1,5,2, What
A746,1,Who operates the Papa Terra oil field?,Quem opera o campo de petróleo Papa Terra?,Who is Chevron's partner?,Quem é a parceira da Chevron?,"","","","",2-s2.0-85030830298,"",true,true,1,1,5, Who
A752,1,Why installing sensors to the casing annulus of the wells is a challenge?,Por que instalar sensores nos anéis de revestimento dos poços é um desafio?,"","","","","","",2-s2.0-84897449140,"",false,true,5,3,2, Why
A753,1,What are the main objectives in the development process of the SAASS acoustic recorder?,Qual os principais objetivos no processo de desenvolvimento do gravador acústico SAASS?,What main goals does the SAASS acoustic recorder development process have?,O processo de desenvolvimento do gravador acústico SAASS possui quais objetivos principais?,"","","","",2-s2.0-85061823653,"",false,false,5,5,1, What
A761,1,How can the performance of wave spectra inferences be evaluated?,De que forma é possível avaliar a performance de inferências de espectros de onda?,By what method the performance of wave spectra inferences can be evaluated?,Por que método é possível avaliar a performance de inferências de espectros de onda?,"","","","",2-s2.0-77958012173,"",true,true,4,3,2, How
A780,1,How will the oil extracted from the Garoupa field by Petrobras be transported?,Como o petróleo extraído do campo de Garoupa pela Petrobras será transportado?,What was used to transport the extracted oil in Garoupa field by Petrobras?,O que foi usado para transportar o oleo extraido do campo de Garoupa pela Petrobras?,"","","","",2-s2.0-16964104,"",true,true,4,2,4, How
A790,1,What it SMFPS?,O que é o SMFPS e em que ele se,What would it be the SMFPS?,O que seria o SMFPS?,"","","","",2-s2.0-31206995,"",false,true,4,5,1, What
A791,1,In what year will Petrobras invest in gas production in the state of Bahia?,Em que ano a Petrobras vai investir em produção de gás no estado da Bahia?,In what year Petrobras invested in gas production in the state of Bahia?,Em que ano a Petrobras investiu na produção de gás na Bahia?,"","","","",2-s2.0-17044389842,"",false,true,2,2,5, What
A796,1,Why was it necessary to create such a large project just for the installation of flow meters on offshore platforms?,Porque foi necessario criar um projeto tão grande apenas para a instalação de medidores de fluxo nas plataformas no mar?,Why did Petrobras employed the technology of Hot Tapping and Plugging with Bypass ?,Por que a Petrobras usou tal tecnologia de rosqueamento a quente e conexão com desvio?,"","","","",2-s2.0-85055027444,"",false,false,5,2,1, Why
A800,1,What are the main products stored in the rock salts in Brazil's ultra deep water offshore?,Quais são os principais produtos armazenados nas rochas de sal das águas ultra profundas da costa brasileira?,"There are some products that are stored in Brazilians ultra deep waters offshores,inside the rock salts, what are those products?","Possuem alguns produtos que são guardados nas profudenzas oceanicas brasileiras, dentro das rochas de sal, quais são esses produtos?","","","","",2-s2.0-84856741449,"",false,true,4,5,2, What
A810,1,What did Petrobras and its partners opted to do for in the fast track development of the Santos Basin Pre-Salt Cluster?,O que a Petrobras e seus parceiros optaram por fazer no desenvolvimento acelerado do Cluster do Pré-Sal da Bacia de Santos?,What was included by Petrobras in the fast track development of the Santos Basin Pre-Salt Cluster?,O que foi incluído pela Petrobras no desenvolvimento acelerado do Cluster do Pré-Sal da Bacia de Santos?,"","","","",2-s2.0-84864615590,"",true,true,1,1,5, What
A824,1,What needs to be considered to determine the location and capacity of platforms for oil exploration in order to minimize investment costs?,O que precisa ser considerado para determinar a localização e a capacidade das plataformas de exploração de petróleo para minimizar os custos de investimento?,"
What needs to be considered to determine the location and capacity of oil exploration platforms to reduce implementation costs?",O que precisa ser considerado para determinar a localização e a capacidade das plataformas de exploração de petróleo para reduzir os custos para implementação?,"","","","",2-s2.0-26850121,"",true,true,3,1,4, What
A830,1,Why does Petrobras make an inspection plan for monitoring rigid pipelines (PIDR) and numerical analysis of finite elements (FEA) of submarine pipelines that operate in Brazilian deep waters?,Por que a Petrobrás faz um plano de inspeção de monitoramento de dutos rígidos (PIDR) e análise numérica de elementos infinitos (FEA) de dutos submarinos que operam em águas profundas brasileiras?,Why make an inspection plan for monitoring rigid pipelines (PIDR) and numerical analysis of finite elements (FEA) is important to the submarine pipelines projects of Petrobras?,Por que realizar um plano de inspeção para monitoramento de dutos rígidos (PIDR) e a análise numérica de elementos finitos (FEA) é importante para os projetos de dutos submarinos da Petrobras?,"","","","",2-s2.0-85075827903,"",false,true,4,4,1, Why
A838,1,where are the albian carbonate reservoirs?,onde ficam os reservatórios carbonático albianos?,Where are the Brazilian Albian carbonate reservoirs?,Onde estão os reservatórios carbonáticos albianos brasileiros?,"","","","",2-s2.0-84894453276,"",true,false,3,3,1, Where
A2000,1,"Of the 23 blocks offered in the second bid of oil exploration offered by Brazil's government in June 2000, how many were licensed?","Dos 23 blocos oferecidos na segunda licitação de exploração de petróleo oferecida pelo governo brasileiro em junho de 2000, quantos eram licenciados?",21,21,"","","","",2-s2.0-34686357,"",true,true,1,2,4, What
A852,1,What is the gas production in the state of Bahia in 2010?,Qual a produção de gás no estado da Bahia em 2010?,How much gas was produced in the state of Bahia in 2010?,Qual a quantidade de gás produzido no estado da Bahia em 2010?,"","","","",2-s2.0-17044389842,"",true,false,1,1,1, What
A857,1,What was discovered by Petrobras in the reservoir discovered in January 2001?,O que foi descoberto pela Petrobras no reservatório descoberto em janeiro de 2001?,What was discovered by Petrobas in the northern part of Campos Basin in January 2001?,O que foi descoberto pela Petrobas no norte da Bacia de Campos em janeiro de 2001?,"","","","",2-s2.0-36768397,"",true,true,2,1,4, What
A859,1,Who will perform the installation of the camarupim pipeline?,Quem vai instalar os tubos camarupim?,Who will be responsible for placing the Camarupim tubes?,Quais serão os responsáveis por colocar os tubos Camarupim?,"","","","",2-s2.0-34250708084,"",false,true,1,2,2, Who
A874,1,How much more gas was expected to be produced by day in Bahia with Petrobras' investments in 2010?,Quanto gás a mais esperava-se produzir por dia na Bahia com os investimentos da Petrobras em 2010?,What is the expected total gas production by day in Bahia after Petrobras' investments in 2010?,Qual é a expectativa de produção total de gás na Bahia por dia após os investimentos da Petrobras em 2010?,"","","","",2-s2.0-17044389842,"",false,true,4,5,2, What
A879,1,What is used in order to determine the location and capacity of an offshore platform?,O que é usado para determinar a localização e a capacidade de uma plataforma offshore?,"","","","","","",2-s2.0-26850121,"",false,true,5,4,2, What
A884,1,What is one of the concerns of Brazil's government as regards Petrobras,Qual é uma das preocupações do governo brasileiro em relação à Petrobras?,what could be one of Brazilian government's concerns about Petrobras?,Qual poderia ser uma das preocupações do governo do Brasil relacionados à Petrobras?,"","","","",2-s2.0-57649139087,"",false,true,3,5,1, What
A893,1,"In the replacement of the provisional oil production system in Brazil,
how many bopd did this contingency system handle?","Na substituição do sistema de produção provisório de petróleo no Brasil,
até quantos bpd esse sistema de contingência manipulou?","","","","","","",2-s2.0-19586421,"",false,true,3,2,4, How
A897,1,What is Petrobras' interest in artificial lifiting?,Qual o interesse da Petrobras em levantamento artificial?,"","","","","","",2-s2.0-17144436283,"",true,false,3,3,1, What
A915,1," In order to guarantee the integrity of the HP / HT subsea pipeline and equipment, which procedures are necessary?","Para garantir a integridade da tubulação e do equipamento de dutos submarinos HP/HT, é necessário fazer quais procedimentos?","","","","","","",2-s2.0-85075827903,"",false,true,2,4,2, What
A935,1,What is unusual about the microbial carbonete in Santos Basin Pre-salt Cluster?,O que há de diferente com o carbonato microbiano da Bacia de Pré-sal de Santos?,what does microbial carbonete in Santos Basin Pre-salt Cluster differ from regular microbial carbonete?,Quais características diferem o carbonato microbiano da Bacia de Pré-sal de Santos de um carbonato microbiano comum?,"","","","",2-s2.0-84864615590,"",false,true,3,5,2, What
A939,1,How is the comparison between taut-leg and conventional mooring systems for the floating oil extraction units in ocean area done?,"Como é feita a comparação entre os sistemas taut-leg e convencionais, para amarração de unidades flutuantes de extração de petróleo em área oceânica?",What are the difference between taut-leg and conventional mooring systems for floating oil extraction ?,Qual a diferença entre taut-leg e sistemas de amarração convencionais para extração flutuante de petróleo ?,"","","","",2-s2.0-30706349,"",false,true,5,4,2, How
